"GeneID","Entry.x","Reviewed.x","Entry Name.x","Protein names.x","Gene_Names_Original.x","Length.x","Gene Names (synonym).x","Entry.y","Reviewed.y","Entry Name.y","Protein names.y","Gene_Names_Original.y","Length.y","Gene Names (synonym).y","KEGG_ID","GO_Terms","GO_Count","Metabolic_Pathways","Pathway_Count","Regulating_TFs","TF_Count","Is_TF","Regulates_Genes","Target_Count","Has_UniProt","Has_KEGG","Has_GO","Has_Pathway","Has_TF_Regulation","Annotation_Score","In_Carbon_Metabolism","In_Amino_Acid_Metabolism","In_Secondary_Metabolism","In_Actinorhodin","In_Prodigiosin","In_Calcium_Dependent_Antibiotic","In_Coelimycin_P1","In_Methylenomycin","In_Desferrioxamine","Functional_Class"
"SCO3323","Q9WX11","reviewed","BLDN_STRCO","ECF RNA polymerase sigma factor BldN (Sigma BldN) (Alternative RNA polymerase sigma factor BldN)","bldN whiN SCO3323 SCE68.21",264,"whiN","Q9WX11","reviewed","BLDN_STRCO","ECF RNA polymerase sigma factor BldN (Sigma BldN) (Alternative RNA polymerase sigma factor BldN)","bldN whiN SCO3323 SCE68.21",264,"whiN","sco:SCO3323",NA,0,NA,0,"BldD  (repression)",1,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO6073","Q9X839","reviewed","CYC2_STRCO","Germacradienol/geosmin synthase [Includes: Germacradienol/germacrene D synthase (EC 4.2.3.22) (EC 4.2.3.75) (Sesquiterpene cyclase) (Sesquiterpene synthase); Geosmin synthase (EC 4.1.99.16)]","cyc2 SCO6073 SC9B1.20",726,"NA","Q9X839","reviewed","CYC2_STRCO","Germacradienol/geosmin synthase [Includes: Germacradienol/germacrene D synthase (EC 4.2.3.22) (EC 4.2.3.75) (Sesquiterpene cyclase) (Sesquiterpene synthase); Geosmin synthase (EC 4.1.99.16)]","cyc2 SCO6073 SC9B1.20",726,"NA","sco:SCO6073",NA,0,"Sesquiterpenoid and triterpenoid biosynthesis - Streptomyces coelicolor (path:sco00909); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110)",3,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Secondary Metabolism"
"SCO1800","Q9X9Z2","reviewed","CHPE_STRCO","Chaplin-E","chpE SCO1800",82,"NA","Q9X9Z2","reviewed","CHPE_STRCO","Chaplin-E","chpE SCO1800",82,"NA","sco:SCO1800",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3850","Q9XA14","reviewed","SRTE1_STRCO","Sortase SrtE1 (EC 3.4.22.70) (Sortase E1 transpeptidase)","srtE1 SCO3850",352,"NA","Q9XA14","reviewed","SRTE1_STRCO","Sortase SrtE1 (EC 3.4.22.70) (Sortase E1 transpeptidase)","srtE1 SCO3850",352,"NA","sco:SCO3850",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO5572","Q9ZBQ7","reviewed","RNC_STRCO","Ribonuclease 3 (EC 3.1.26.3) (Antibiotic biosynthesis protein B) (AbsB) (Ribonuclease III) (RNase III)","rnc absB SCO5572 SC7A1.16",276,"absB","Q9ZBQ7","reviewed","RNC_STRCO","Ribonuclease 3 (EC 3.1.26.3) (Antibiotic biosynthesis protein B) (AbsB) (Ribonuclease III) (RNase III)","rnc absB SCO5572 SC7A1.16",276,"absB","sco:SCO5572","GO:0003723;GO:0004525;GO:0006364;GO:0006396",4,"Ribosome biogenesis in eukaryotes - Streptomyces coelicolor (path:sco03008)",1,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO6147","Q9ZBU1","reviewed","XYOA_STRCO","Alditol oxidase (AldO) (EC 1.1.3.41) (Xylitol oxidase)","xyoA aldo SCO6147 SC1A9.11c",418,"aldo","Q9ZBU1","reviewed","XYOA_STRCO","Alditol oxidase (AldO) (EC 1.1.3.41) (Xylitol oxidase)","xyoA aldo SCO6147 SC1A9.11c",418,"aldo","sco:SCO6147","GO:0016899;GO:0071949;GO:0050660",3,"Pentose and glucuronate interconversions - Streptomyces coelicolor (path:sco00040); Fructose and mannose metabolism - Streptomyces coelicolor (path:sco00051); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",3,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO2633","O51917","reviewed","SODF_STRCO","Superoxide dismutase [Fe-Zn] 1 (EC 1.15.1.1) (FeSOD I) (SOD2)","sodF1 sodB sodF SCO2633 SC8E4A.03",213,"sodB sodF","O51917","reviewed","SODF_STRCO","Superoxide dismutase [Fe-Zn] 1 (EC 1.15.1.1) (FeSOD I) (SOD2)","sodF1 sodB sodF SCO2633 SC8E4A.03",213,"sodB sodF","sco:SCO2633","GO:0004784;GO:0046872;GO:0006801",3,"Peroxisome - Streptomyces coelicolor (path:sco04146)",1,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO5587","O69875","unreviewed","O69875_STRCO","ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)","ftsH SCO5587",648,"NA","O69875","unreviewed","O69875_STRCO","ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)","ftsH SCO5587",648,"NA","sco:SCO5587","GO:0004176;GO:0004222;GO:0016020;GO:0016887;GO:0005524",5,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO5804","O69980","reviewed","NRDR_STRCO","Transcriptional repressor NrdR","nrdR SCO5804 SC4H2.25",182,"NA","O69980","reviewed","NRDR_STRCO","Transcriptional repressor NrdR","nrdR SCO5804 SC4H2.25",182,"NA","sco:SCO5804","GO:0008270;GO:0045892",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO6626","O86560","reviewed","PGLW_STRCO","Probable kinase PglW (Bacteriophage (PhiC31) resistance gene PglW)","pglW SC1F2.23 SCO6626",1557,"SC1F2.23","O86560","reviewed","PGLW_STRCO","Probable kinase PglW (Bacteriophage (PhiC31) resistance gene PglW)","pglW SC1F2.23 SCO6626",1557,"SC1F2.23","sco:SCO6626","GO:0004672;GO:0005524;GO:0006468",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO6636","O86683","reviewed","PGLZ_STRCO","Alkaline phosphatase-like protein PglZ (Bacteriophage (PhiC31) resistance gene PglZ) (ORF2)","pglZ SCO6636",974,"NA","O86683","reviewed","PGLZ_STRCO","Alkaline phosphatase-like protein PglZ (Bacteriophage (PhiC31) resistance gene PglZ) (ORF2)","pglZ SCO6636",974,"NA","sco:SCO6636",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO5645","O86754","reviewed","RLMN_STRCO","Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)","rlmN SCO5645 SC6A9.22c",368,"NA","O86754","reviewed","RLMN_STRCO","Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)","rlmN SCO5645 SC6A9.22c",368,"NA","sco:SCO5645","GO:0003824;GO:0051536;GO:0030488;GO:0070475;GO:0008173;GO:0006364",6,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4742","O86783","unreviewed","O86783_STRCO","Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6)]","nnrE nnrD SCO4742 SC6G4.20c",485,"nnrD","O86783","unreviewed","O86783_STRCO","Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6)]","nnrE nnrD SCO4742 SC6G4.20c",485,"nnrD","sco:SCO4742","GO:0016836;GO:0052855",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO2198","P15106","reviewed","GLN1B_STRCO","Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)","glnA SCO2198 SC3H12.06",469,"NA","P15106","reviewed","GLN1B_STRCO","Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)","glnA SCO2198 SC3H12.06",469,"NA","sco:SCO2198","GO:0004356",1,"Arginine biosynthesis - Streptomyces coelicolor (path:sco00220); Alanine, aspartate and glutamate metabolism - Streptomyces coelicolor (path:sco00250); Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor (path:sco00630); Nitrogen metabolism - Streptomyces coelicolor (path:sco00910); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230); Two-component system - Streptomyces coelicolor (path:sco02020)",9,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amino Acid Metabolism; Secondary Metabolism"
"SCO5820","P18183","reviewed","SIGA_STRCO","RNA polymerase principal sigma factor HrdB (RNA polymerase sigma factor SigA)","hrdB sigA SCO5820 SC5B8.10",511,"sigA","P18183","reviewed","SIGA_STRCO","RNA polymerase principal sigma factor HrdB (RNA polymerase sigma factor SigA)","hrdB sigA SCO5820 SC5B8.10",511,"sigA","sco:SCO5820","GO:0016987;GO:0006352;GO:0003700;GO:0006355",4,"Flagellar assembly - Streptomyces coelicolor (path:sco02040)",1,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4426","P25941","reviewed","AFSR_STRCO","Regulatory protein AfsR","afsR afsB SCO4426 SCD6.04c",993,"afsB","P25941","reviewed","AFSR_STRCO","Regulatory protein AfsR","afsR afsB SCO4426 SCD6.04c",993,"afsB","sco:SCO4426",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4209","P33158","reviewed","GPMA_STRCO","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)","gpmA gpm pgm SCO4209 2SCD46.23",253,"gpm pgm","P33158","reviewed","GPMA_STRCO","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)","gpmA gpm pgm SCO4209 2SCD46.23",253,"gpm pgm","sco:SCO4209","GO:0016868;GO:0006096;GO:0003824",3,"Glycolysis / Gluconeogenesis - Streptomyces coelicolor (path:sco00010); Glycine, serine and threonine metabolism - Streptomyces coelicolor (path:sco00260); Methane metabolism - Streptomyces coelicolor (path:sco00680); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230)",8,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Carbon Metabolism; Amino Acid Metabolism; Secondary Metabolism"
"SCO1513","P52560","reviewed","RELA_STRCO","GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (ppGpp synthase I)","relA SCO1513 SCL2.03c",847,"NA","P52560","reviewed","RELA_STRCO","GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (ppGpp synthase I)","relA SCO1513 SCL2.03c",847,"NA","sco:SCO1513","GO:0015969",1,"Purine metabolism - Streptomyces coelicolor (path:sco00230); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO5254","P80735","reviewed","SODN_STRCO","Superoxide dismutase [Ni] (EC 1.15.1.1) (NiSOD) (Nickel-containing superoxide dismutase)","sodN sod1 SCO5254 2SC7G11.16c",131,"sod1","P80735","reviewed","SODN_STRCO","Superoxide dismutase [Ni] (EC 1.15.1.1) (NiSOD) (Nickel-containing superoxide dismutase)","sodN sod1 SCO5254 2SC7G11.16c",131,"sod1","sco:SCO5254","GO:0004784;GO:0016151;GO:0016209",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4089","Q06539","reviewed","VDH_STRCO","Valine dehydrogenase (ValDH) (EC 1.4.1.23)","vdh SCO4089 SCD25.25c",364,"NA","Q06539","reviewed","VDH_STRCO","Valine dehydrogenase (ValDH) (EC 1.4.1.23)","vdh SCO4089 SCD25.25c",364,"NA","sco:SCO4089","GO:0016639;GO:0016491;GO:0006520",3,"Valine, leucine and isoleucine degradation - Streptomyces coelicolor (path:sco00280); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110)",3,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amino Acid Metabolism; Secondary Metabolism"
"SCO6684","Q7AKE5","reviewed","RAMB_STRCO","ABC transporter ATP-binding protein RamB","ramB SCO6684",608,"NA","Q7AKE5","reviewed","RAMB_STRCO","ABC transporter ATP-binding protein RamB","ramB SCO6684",608,"NA","sco:SCO6684","GO:0005524;GO:0016887",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3034","Q7AKN0","reviewed","WHIB_STRCO","Transcriptional regulator WhiB","whiB whiB2 SCO3034",87,"whiB2","Q7AKN0","reviewed","WHIB_STRCO","Transcriptional regulator WhiB","whiB whiB2 SCO3034",87,"whiB2","sco:SCO3034",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1643","Q7AKQ6","reviewed","PSA_STRCO","Proteasome subunit alpha (20S proteasome alpha subunit) (Proteasome core protein PrcA)","prcA SCO1643 SCI41.26",254,"NA","Q7AKQ6","reviewed","PSA_STRCO","Proteasome subunit alpha (20S proteasome alpha subunit) (Proteasome core protein PrcA)","prcA SCO1643 SCI41.26",254,"NA","sco:SCO1643","GO:0051603;GO:0005839;GO:0004298;GO:0019773",4,"Proteasome - Streptomyces coelicolor (path:sco03050)",1,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO2718","Q7AY50","reviewed","RDLA_STRCO","Rodlin protein RdlA","rdlA SCO2718",131,"NA","Q7AY50","reviewed","RDLA_STRCO","Rodlin protein RdlA","rdlA SCO2718",131,"NA","sco:SCO2718",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO6627","Q8CJM2","reviewed","PGLX_STRCO","Adenine-specific methyltransferase PglX (EC 2.1.1.72) (Bacteriophage (PhiC31) resistance gene PglX) (Putative type II restriction enzyme and methyltransferase RM.ScoA3ORF6627P) (RM.ScoA3ORF6627P)","pglX SC1F2.24 SCO6627",1210,"SC1F2.24","Q8CJM2","reviewed","PGLX_STRCO","Adenine-specific methyltransferase PglX (EC 2.1.1.72) (Bacteriophage (PhiC31) resistance gene PglX) (Putative type II restriction enzyme and methyltransferase RM.ScoA3ORF6627P) (RM.ScoA3ORF6627P)","pglX SC1F2.24 SCO6627",1210,"SC1F2.24","sco:SCO6627","GO:0003676;GO:0008168;GO:0032259",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3122","Q8CJX6","reviewed","GLMU_STRCO","Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]","glmU SCO3122 SCE41.31 SCE66.01",482,"NA","Q8CJX6","reviewed","GLMU_STRCO","Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]","glmU SCO3122 SCE41.31 SCE66.01",482,"NA","sco:SCO3122","GO:0000287;GO:0003977;GO:0019134;GO:0000902;GO:0006048;GO:0009252;GO:0005737",7,"Amino sugar and nucleotide sugar metabolism - Streptomyces coelicolor (path:sco00520); Biosynthesis of various nucleotide sugars - Streptomyces coelicolor (path:sco00541); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of nucleotide sugars - Streptomyces coelicolor (path:sco01250)",4,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1477","Q8CK27","unreviewed","Q8CK27_STRCO","Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]","coaBC SCO1477 SC9C5.01c SCL6.34c",427,"NA","Q8CK27","unreviewed","Q8CK27_STRCO","Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]","coaBC SCO1477 SC9C5.01c SCL6.34c",427,"NA","sco:SCO1477","GO:0004632;GO:0004633;GO:0010181;GO:0015937;GO:0015941",5,"Pantothenate and CoA biosynthesis - Streptomyces coelicolor (path:sco00770); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240)",3,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO2719","Q934F8","reviewed","RDLB_STRCO","Rodlin protein RdlB","rdlB SCO2719",133,"NA","Q934F8","reviewed","RDLB_STRCO","Rodlin protein RdlB","rdlB SCO2719",133,"NA","sco:SCO2719",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7513","Q93J06","reviewed","LIP2_STRCO","Lipase 2 (EC 3.1.1.3)","SCO7513 SCBAC25F8.05c",295,"NA","Q93J06","reviewed","LIP2_STRCO","Lipase 2 (EC 3.1.1.3)","SCO7513 SCBAC25F8.05c",295,"NA","sco:SCO7513","GO:0016788",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1867","Q93RV9","reviewed","ECTD_STRCO","Ectoine dioxygenase (EC 1.14.11.55) (Ectoine hydroxylase)","ectD SCO1867 SCI39.14",299,"NA","Q93RV9","reviewed","ECTD_STRCO","Ectoine dioxygenase (EC 1.14.11.55) (Ectoine hydroxylase)","ectD SCO1867 SCI39.14",299,"NA","sco:SCO1867","GO:0016706",1,"Glycine, serine and threonine metabolism - Streptomyces coelicolor (path:sco00260); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120)",3,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amino Acid Metabolism"
"SCO1674","Q9AD93","reviewed","CHPC_STRCO","Chaplin-C","chpC SCO1674",259,"NA","Q9AD93","reviewed","CHPC_STRCO","Chaplin-C","chpC SCO1674",259,"NA","sco:SCO1674",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4967","Q9ADK0","reviewed","MCA_STRCO","Mycothiol S-conjugate amidase (EC 3.5.1.115)","mca SCO4967",293,"NA","Q9ADK0","reviewed","MCA_STRCO","Mycothiol S-conjugate amidase (EC 3.5.1.115)","mca SCO4967",293,"NA","sco:SCO4967","GO:0010126",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1441","Q9EWJ8","unreviewed","Q9EWJ8_STRCO","Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]","ribBA ribAB SCO1441 SC6D7A.04c",429,"ribAB","Q9EWJ8","unreviewed","Q9EWJ8_STRCO","Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]","ribBA ribAB SCO1441 SC6D7A.04c",429,"ribAB","sco:SCO1441","GO:0003935;GO:0009231",2,"Riboflavin metabolism - Streptomyces coelicolor (path:sco00740); Folate biosynthesis - Streptomyces coelicolor (path:sco00790); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240)",5,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Secondary Metabolism"
"SCO4366","Q9F2Y1","unreviewed","Q9F2Y1_STRCO","Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)","serC SCO4366 SCD19.21c",363,"NA","Q9F2Y1","unreviewed","Q9F2Y1_STRCO","Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)","serC SCO4366 SCD19.21c",363,"NA","sco:SCO4366","GO:0004648;GO:0006564;GO:0009058",3,"Glycine, serine and threonine metabolism - Streptomyces coelicolor (path:sco00260); Cysteine and methionine metabolism - Streptomyces coelicolor (path:sco00270); Methane metabolism - Streptomyces coelicolor (path:sco00680); Vitamin B6 metabolism - Streptomyces coelicolor (path:sco00750); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240)",10,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Carbon Metabolism; Amino Acid Metabolism; Secondary Metabolism"
"SCO2619","Q9F315","reviewed","CLPP1_STRCO","ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)","clpP1 SCO2619 SCC80.04c",219,"NA","Q9F315","reviewed","CLPP1_STRCO","ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)","clpP1 SCO2619 SCC80.04c",219,"NA","sco:SCO2619","GO:0004176;GO:0004252;GO:0006508",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
